metric,address,avgStars,brokerName,cap,city,civic,comments,description,email,fax,format,frequencySec,isMobile,linkDBpedia,macaddress,maintenanceUrl,maxCapacity,minCapacity,model,multimedia,name,nature,organization,ownership,phone,photoOrigs,photoThumbs,photos,producer,protocol,province,serviceType,serviceUri,starsCount,subnature,typeLabel,website,wktGeometry,latitude,longitude,geometry_type,osm_id,cycleway:both,highway,lanes,lit,maxspeed,oneway,parking:both,sidewalk:left,sidewalk:right,smoothness,surface,width,acf_lag_1,acf_lag_24h,acf_lag_1w,acf_lag_1m,acf_lag_1y,interval_start,interval_end,is_festive,is_weekend,day,month,mean,median,max,min,var,avg_variation,linear_trend,type_of_TTT,TTT
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,1,all,all,26.71,25.73,28.14,14.79,1.87,0.0,-0.01,daily,"[27.54, 28.14, 28.14, 27.54, 26.93, 26.86, 26.86, 27.43, 28.04, 27.45, 26.82, 26.89, 25.21, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.33, 26.93, 27.04, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,1,Saturday,all,26.94,27.86,28.14,14.79,2.38,-0.02,-0.02,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.0, 27.98, 27.92, 27.95, 27.96, 27.9, 28.05, 24.69, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.93, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,1,Sunday,all,26.49,25.73,28.14,25.73,1.26,0.02,-0.0,daily,"[26.93, 28.14, 28.14, 26.93, 25.73, 25.73, 25.73, 26.93, 28.14, 26.93, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.93, 28.14, 27.17, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,all,all,27.5,28.1,28.14,14.79,1.19,-0.0,-0.0,monthly,"[28.07, 28.07, 28.07, 28.06, 26.94, 26.49, 27.09]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,all,June,27.5,28.1,28.14,14.79,1.19,-0.0,-0.0,monthly,"[28.07, 28.07, 28.07, 28.06, 26.94, 26.49, 27.09]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,all,all,27.5,28.1,28.14,14.79,1.19,-0.0,-0.0,weekly,"[28.06, 27.09, 26.94, 26.49, 28.07, 28.07, 28.07]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,all,all,27.5,28.1,28.14,14.79,1.19,-0.0,-0.0,yearly,[27.5]
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,all,all,27.5,28.1,28.14,14.79,1.19,-0.0,-0.0,daily,"[27.73, 27.94, 28.14, 27.93, 27.74, 27.45, 27.37, 27.76, 27.83, 27.68, 27.69, 27.57, 26.9, 27.01, 26.98, 27.16, 27.38, 27.2, 26.95, 27.28, 27.57, 27.64, 27.77, 27.74]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,Monday,all,27.09,28.14,28.14,25.73,1.44,-0.02,-0.01,daily,"[26.93, 26.93, 28.14, 28.14, 28.14, 26.93, 26.93, 28.14, 26.93, 26.93, 28.14, 26.93, 25.73, 25.73, 25.73, 26.93, 28.14, 26.93, 25.73, 26.93, 28.14, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,Tuesday,all,28.07,28.11,28.14,27.59,0.01,0.0,0.0,daily,"[27.98, 28.05, 28.1, 28.04, 27.97, 28.06, 27.85, 28.05, 28.1, 28.1, 28.13, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,Wednesday,all,28.07,28.12,28.14,27.52,0.02,0.0,0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.06, 27.82, 27.96, 28.0, 28.01, 27.99, 28.09, 28.1, 28.01, 27.9, 28.06, 28.05, 28.1, 28.12, 28.14, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,Thursday,all,28.07,28.12,28.14,27.1,0.02,0.0,-0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.09, 27.96, 27.83, 28.06, 28.01, 28.09, 28.06, 28.12, 28.04, 28.05, 28.02, 28.05, 27.91, 28.14, 28.14, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,Friday,all,28.06,28.12,28.14,27.29,0.02,0.0,0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 27.99, 27.98, 27.8, 27.92, 27.96, 27.9, 28.09, 28.11, 28.04, 28.02, 28.03, 28.05, 27.91, 28.12, 28.14, 28.14, 28.13, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,Saturday,all,26.94,27.86,28.14,14.79,2.38,-0.02,-0.02,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.0, 27.98, 27.92, 27.95, 27.96, 27.9, 28.05, 24.69, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.93, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,all,Sunday,all,26.49,25.73,28.14,25.73,1.26,0.02,-0.0,daily,"[26.93, 28.14, 28.14, 26.93, 25.73, 25.73, 25.73, 26.93, 28.14, 26.93, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.93, 28.14, 27.17, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,0,all,all,27.87,28.12,28.14,25.73,0.47,-0.0,-0.0,daily,"[27.83, 27.84, 28.14, 28.14, 28.14, 27.76, 27.65, 27.95, 27.72, 27.77, 28.04, 27.85, 27.6, 27.54, 27.52, 27.77, 28.07, 27.79, 27.54, 27.89, 28.14, 27.96, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,0,Monday,all,27.09,28.14,28.14,25.73,1.44,-0.02,-0.01,daily,"[26.93, 26.93, 28.14, 28.14, 28.14, 26.93, 26.93, 28.14, 26.93, 26.93, 28.14, 26.93, 25.73, 25.73, 25.73, 26.93, 28.14, 26.93, 25.73, 26.93, 28.14, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,0,Tuesday,all,28.07,28.11,28.14,27.59,0.01,0.0,0.0,daily,"[27.98, 28.05, 28.1, 28.04, 27.97, 28.06, 27.85, 28.05, 28.1, 28.1, 28.13, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,0,Wednesday,all,28.07,28.12,28.14,27.52,0.02,0.0,0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.06, 27.82, 27.96, 28.0, 28.01, 27.99, 28.09, 28.1, 28.01, 27.9, 28.06, 28.05, 28.1, 28.12, 28.14, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,0,Thursday,all,28.07,28.12,28.14,27.1,0.02,0.0,-0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.09, 27.96, 27.83, 28.06, 28.01, 28.09, 28.06, 28.12, 28.04, 28.05, 28.02, 28.05, 27.91, 28.14, 28.14, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,0,Friday,all,28.06,28.12,28.14,27.29,0.02,0.0,0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 27.99, 27.98, 27.8, 27.92, 27.96, 27.9, 28.09, 28.11, 28.04, 28.02, 28.03, 28.05, 27.91, 28.12, 28.14, 28.14, 28.13, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,1,all,all,26.71,25.73,28.14,14.79,1.87,0.0,-0.01,daily,"[27.54, 28.14, 28.14, 27.54, 26.93, 26.86, 26.86, 27.43, 28.04, 27.45, 26.82, 26.89, 25.21, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.33, 26.93, 27.04, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,1,Saturday,all,26.94,27.86,28.14,14.79,2.38,-0.02,-0.02,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.0, 27.98, 27.92, 27.95, 27.96, 27.9, 28.05, 24.69, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.93, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,all,1,Sunday,all,26.49,25.73,28.14,25.73,1.26,0.02,-0.0,daily,"[26.93, 28.14, 28.14, 26.93, 25.73, 25.73, 25.73, 26.93, 28.14, 26.93, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.93, 28.14, 27.17, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,all,all,all,27.5,28.1,28.14,14.79,1.19,-0.0,-0.0,daily,"[27.73, 27.94, 28.14, 27.93, 27.74, 27.45, 27.37, 27.76, 27.83, 27.68, 27.69, 27.57, 26.9, 27.01, 26.98, 27.16, 27.38, 27.2, 26.95, 27.28, 27.57, 27.64, 27.77, 27.74]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,all,Monday,all,27.09,28.14,28.14,25.73,1.44,-0.02,-0.01,daily,"[26.93, 26.93, 28.14, 28.14, 28.14, 26.93, 26.93, 28.14, 26.93, 26.93, 28.14, 26.93, 25.73, 25.73, 25.73, 26.93, 28.14, 26.93, 25.73, 26.93, 28.14, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,all,Tuesday,all,28.07,28.11,28.14,27.59,0.01,0.0,0.0,daily,"[27.98, 28.05, 28.1, 28.04, 27.97, 28.06, 27.85, 28.05, 28.1, 28.1, 28.13, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,all,Wednesday,all,28.07,28.12,28.14,27.52,0.02,0.0,0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.06, 27.82, 27.96, 28.0, 28.01, 27.99, 28.09, 28.1, 28.01, 27.9, 28.06, 28.05, 28.1, 28.12, 28.14, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,all,Thursday,all,28.07,28.12,28.14,27.1,0.02,0.0,-0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.09, 27.96, 27.83, 28.06, 28.01, 28.09, 28.06, 28.12, 28.04, 28.05, 28.02, 28.05, 27.91, 28.14, 28.14, 28.14, 28.14, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,all,Friday,all,28.06,28.12,28.14,27.29,0.02,0.0,0.0,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 27.99, 27.98, 27.8, 27.92, 27.96, 27.9, 28.09, 28.11, 28.04, 28.02, 28.03, 28.05, 27.91, 28.12, 28.14, 28.14, 28.13, 28.14, 28.14]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,all,Saturday,all,26.94,27.86,28.14,14.79,2.38,-0.02,-0.02,daily,"[28.14, 28.14, 28.14, 28.14, 28.14, 28.0, 27.98, 27.92, 27.95, 27.96, 27.9, 28.05, 24.69, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.93, 26.93]"
averageSpeed,50221 - leopoldo-VS GALLUZZI,0,orionUNIFI,,,,[],,,,json,600,,[],,,,,metrotrafficsensor,,Piazza Pietro Leopoldo,TransferServiceAndRenting,DISIT,,,[],[],[],metro,ngsi,,TransferServiceAndRenting_Traffic_sensor,http://www.disit.org/km4city/resource/iot/orionUNIFI/DISIT/METRO966,0,Traffic_sensor,Traffic sensor,,,43.79153,11.24638,Point,23326114,no,tertiary,1,yes,50,yes,no,no,separate,good,asphalt,2.5,,,,,,2025-06-24 09:16:00,2025-06-30 21:45:00,0,all,Sunday,all,26.49,25.73,28.14,25.73,1.26,0.02,-0.0,daily,"[26.93, 28.14, 28.14, 26.93, 25.73, 25.73, 25.73, 26.93, 28.14, 26.93, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 25.73, 26.93, 28.14, 27.17, 26.93]"
